id,INCIDENT,FIRST_OCCURENCE_DATE,LAST_OCCURENCE_DATE,REPORTDATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,DISTRICT,PRECINCT,OFFENSE_CODE,OFFENSE_TYPE,OFFENSE_CATEGORY,MJ_RELATION_TYPE,NEIGHBORHOOD
1139,2014423100,13-Aug-14,13-Aug-14,13-Aug-14,211 N WYANDOT ST,3136608,1687712,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
1140,201374669,15-Feb-13,,15-Feb-13,5670 E EVANS AVE,3162914,1672392,3,323,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",goldsmith
1141,2013471031,30-Sep-13,,30-Sep-13,550 N ALTON WAY,3174900,1689147,3,321,1313,ASSAULT - DV,Simple Assault,"NON-INDUSTRY",lowry-field
1142,2013471031,30-Sep-13,,30-Sep-13,550 N ALTON WAY,3174900,1689147,3,321,2999,CRIMINAL MISCHIEF - MTR VEH,Criminal Mischief-Vehicle,"NON-INDUSTRY",lowry-field
1143,2013471031,30-Sep-13,,30-Sep-13,550 N ALTON WAY,3174900,1689147,3,321,5312,DISTURBING THE PEACE,All Other Crimes,"NON-INDUSTRY",lowry-field
1144,2013321349,12-Jul-13,12-Jul-13,12-Jul-13,835 E 50TH AVE,3147226,1712486,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
1145,201348828,30-Jan-13,30-Jan-13,30-Jan-13,20372 E 40TH PL,3210589,1706672,5,523,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",gateway-green-valley-ranch
1146,2014621699,22-Nov-14,,22-Nov-14,3760 W KENTUCKY AVE,3130470,1680266,4,412,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",westwood
1147,2014530626,6-Oct-14,,6-Oct-14,2042 ARAPAHOE ST,3143416,1699248,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",five-points
1148,2014362122,13-Jul-14,,13-Jul-14,2042 ARAPAHOE ST,3143416,1699248,6,611,1316,THREATS TO INJURE,All Other Crimes,"INDUSTRY",five-points
1149,2013374313,9-Aug-13,9-Aug-13,9-Aug-13,3643 N GRAPE ST,3161654,1705237,2,221,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",northeast-park-hill
1150,2014340194,2-Jul-14,2-Jul-14,2-Jul-14,20 E COLORADO AVE,3144290,1674371,3,313,1202,ROBBERY - BUSINESS,Robbery-Business,"NON-INDUSTRY",platt-park
1151,2014305228,14-Jun-14,14-Jun-14,14-Jun-14,4840 N JACKSON ST,3156629,1711110,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
1152,2014570476,26-Oct-14,26-Oct-14,26-Oct-14,11080 E 47TH AVE,3180057,1710441,5,511,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",montbello
1153,2014399981,14-Feb-14,1-Jul-14,1-Aug-14,4501 WYNKOOP ST,3149832,1708948,2,212,2399,THEFT - OTHER,Larceny,"INDUSTRY",elyria-swansea
1154,201389399,23-Feb-13,23-Feb-13,23-Feb-13,1145 S CHEROKEE ST,3143057,1678694,3,313,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",overland
1155,2014296740,10-Jun-14,,12-Jun-14,4935 N SHERMAN ST,3144744,1711612,1,112,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",globeville
1156,2014466416,3-Sep-14,3-Sep-14,3-Sep-14,1625 S QUIETO CT,3138363,1675554,4,422,2404,THEFT - OF MOTOR VEHICLE,Auto Theft,"NON-INDUSTRY",ruby-hill
1157,2013563277,21-Nov-13,22-Nov-13,22-Nov-13,2438 LARIMER ST,3144248,1701084,6,612,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",five-points
1158,2014295824,10-Jun-14,10-Jun-14,10-Jun-14,6858 E EVANS AVE,3166312,1672406,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
1159,2014601683,11-Nov-14,11-Nov-14,11-Nov-14,1800 N DOWNING ST,3148199,1696681,6,622,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",city-park-west
1160,201397801,1-Mar-13,1-Mar-13,1-Mar-13,2300 S CHEROKEE ST,3143331,1671051,3,313,3599,DRUG - PCS - OTHER DRUG,Drug Offenses,"NON-INDUSTRY",overland
1161,2013353292,26-Jul-13,,29-Jul-13,5195 E 39TH AVE,3160986,1706496,2,221,5312,DISTURBING THE PEACE,All Other Crimes,"INDUSTRY",northeast-park-hill
1162,201414506,9-Jan-14,9-Jan-14,9-Jan-14,7300 BLOCK E COLFAX AVE,3167822,1694911,2,223,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",east-colfax
1163,2013345446,25-Jul-13,25-Jul-13,25-Jul-13,2910 S BRYANT ST,3135781,1666841,4,422,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",college-view-south-platte
1164,2014197488,17-Apr-14,19-Apr-14,19-Apr-14,3850 E 48TH AVE,3156837,1710804,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
1165,2013429667,8-Sep-13,8-Sep-13,8-Sep-13,543 N BRYANT ST,3135294,1689181,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
1166,2014195259,17-Apr-14,18-Apr-14,18-Apr-14,4945 N PEARL ST,3146045,1711810,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
1167,2014501078,21-Sep-14,21-Sep-14,21-Sep-14,8135 E COLFAX AVE,3170631,1695110,2,223,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",east-colfax
1168,2014515184,24-Sep-14,24-Sep-14,28-Sep-14,4460 N JULIAN ST,3131782,1708530,1,111,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",berkeley
1169,2014576141,29-Oct-14,29-Oct-14,29-Oct-14,725 N OSCEOLA ST,3129752,1690680,1,122,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",villa-park
1170,2013447886,18-Sep-13,18-Sep-13,18-Sep-13,4373 N JASON ST,3140596,1708036,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"NON-INDUSTRY",sunnyside
1171,2014276106,28-May-14,30-May-14,30-May-14,20 E 9TH AVE,3144383,1691311,6,623,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",capitol-hill
1172,2013511207,20-Oct-13,20-Oct-13,23-Oct-13,527 E MISSISSIPPI AVE,3145981,1679128,3,312,2399,THEFT - OTHER,Larceny,"INDUSTRY",washington-park-west
1173,2013338406,21-Jul-13,21-Jul-13,21-Jul-13,1755 S BROADWAY ST,3144171,1674691,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",overland
1174,2015405306,15-Jul-15,15-Jul-15,18-Jul-15,4335 N RACE ST,3150706,1708354,2,212,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",elyria-swansea
1175,2014169319,4-Apr-14,,4-Apr-14,29TH ST / CALIFORNIA ST,3147184,1701157,2,211,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",five-points
1176,2014296404,8-Jun-14,8-Jun-14,10-Jun-14,1328 N CORONA ST,3147977,1693936,6,623,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",capitol-hill
1177,201468458,9-Feb-14,9-Feb-14,9-Feb-14,1201 W CUSTER PL,3140182,1682761,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
1178,2015155785,21-Mar-15,,21-Mar-15,3801 E 40TH AVE,3156781,1706981,2,212,1315,MENACING - FELONY W/WEAP,Agg ASLT-Firearm,"NON-INDUSTRY",elyria-swansea
1179,20149936,7-Jan-14,7-Jan-14,7-Jan-14,2601 W ALAMEDA AVE,3135546,1684354,4,411,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",valverde
1180,2015399366,15-Jul-15,,15-Jul-15,W 13TH AVE / N KNOX CT,3131553,1693515,1,122,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",west-colfax
1181,2015351637,24-Jun-15,24-Jun-15,24-Jun-15,1400 BLOCK N MARIPOSA ST,3139899,1694302,1,123,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",lincoln-park
1182,2015371496,3-Jul-15,3-Jul-15,3-Jul-15,4228 N YORK ST,3152105,1707908,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
1183,2014228067,3-May-14,5-May-14,5-May-14,4945 N PEARL ST,3146045,1711810,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
1184,2014436128,10-Aug-14,10-Aug-14,19-Aug-14,5885 E EVANS AVE,3163373,1672717,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village
1185,2014372820,18-Jul-14,18-Jul-14,18-Jul-14,4801 S WADSWORTH WAY,3116133,1654497,4,423,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",marston
1186,2015329213,13-Jun-15,,13-Jun-15,18TH ST / MARKET ST,3141748,1699098,6,612,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",union-station
1187,2015288724,26-May-15,26-May-15,26-May-15,1250 5TH ST,3137727,1695300,1,123,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",auraria
1188,2015117743,7-Feb-15,,2-Mar-15,155 N FEDERAL BLVD,3133487,1687235,4,411,2399,THEFT - OTHER,Larceny,"INDUSTRY",barnum
1189,201517389,10-Jan-15,10-Jan-15,10-Jan-15,5475 N PEORIA ST,3183035,1715020,5,511,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",montbello
1190,2014409046,5-Aug-14,5-Aug-14,6-Aug-14,10700 E DARTMOUTH AVE,3179718,1665260,3,323,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",kennedy
1191,2014435453,18-Aug-14,19-Aug-14,19-Aug-14,4573 N PECOS ST,3138586,1709180,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",sunnyside
1192,2014577287,30-Oct-14,30-Oct-14,30-Oct-14,777 N CANOSA CT,3134946,1690779,1,122,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",sun-valley
1193,2014409842,4-Aug-14,,6-Aug-14,5100 N TEJON ST,3137451,1712860,1,111,5707,CRIMINAL TRESPASSING,All Other Crimes,"NON-INDUSTRY",chaffee-park
1194,2014567448,24-Oct-14,25-Oct-14,25-Oct-14,4105 N JASON ST,3140597,1706917,1,112,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",sunnyside
1195,2015353699,25-Jun-15,25-Jun-15,25-Jun-15,1755 S BROADWAY ST,3144171,1674691,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
1196,201488398,11-Feb-14,11-Feb-14,19-Feb-14,712 N MEADE ST,3130541,1690591,1,122,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",villa-park
1197,2014462716,2-Sep-14,,2-Sep-14,5100 W 38TH AVE,3125864,1705326,1,113,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"INDUSTRY",west-highland
1198,2014420707,11-Aug-14,11-Aug-14,11-Aug-14,6363 E EVANS AVE,3164765,1672696,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",virginia-village
1199,201533690,18-Jan-15,,18-Jan-15,2690 N GRAPE ST,3161861,1700923,2,222,1316,THREATS TO INJURE,All Other Crimes,"NON-INDUSTRY",north-park-hill
1200,2014631693,28-Nov-14,28-Nov-14,28-Nov-14,2001 S BROADWAY ST,3144120,1673026,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
1201,201482185,15-Feb-14,16-Feb-14,16-Feb-14,2008 N FEDERAL BLVD,3133615,1697629,1,121,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",jefferson-park
1202,2014397776,29-Jul-14,30-Jul-14,31-Jul-14,310 N ST PAUL ST,3154517,1688064,3,311,2399,THEFT - OTHER,Larceny,"INDUSTRY",cherry-creek
1203,2014417594,10-Aug-14,10-Aug-14,10-Aug-14,6858 E EVANS AVE,3166312,1672406,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",goldsmith
1204,2014673549,20-Dec-14,20-Dec-14,20-Dec-14,74 N FEDERAL BLVD,3133707,1686718,4,411,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",valverde
1205,201510609,5-Jan-15,6-Jan-15,6-Jan-15,8100 E COLFAX AVE,3170515,1694946,2,223,1315,AGGRAVATED ASSAULT,Agg ASLT-Firearm,"NON-INDUSTRY",east-colfax
1206,2015168873,28-Mar-15,,28-Mar-15,1617 W 12TH AVE,3138204,1693133,1,123,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",lincoln-park
1207,201452825,31-Jan-14,31-Jan-14,31-Jan-14,2175 S PLATTE RIVER DR,3141117,1671873,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
1208,2015345582,21-Jun-15,21-Jun-15,21-Jun-15,1241 N MARION ST,3148449,1693383,6,622,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",cheesman-park
1209,201494755,23-Feb-14,,23-Feb-14,1810 S BROADWAY ST,3144328,1674322,3,313,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",platt-park
1210,2014667147,17-Dec-14,,17-Dec-14,1600 BLOCK N FEDERAL BLVD,3133537,1695991,1,121,1315,AGGRAVATED ASSAULT,Agg ASLT-Other,"NON-INDUSTRY",sun-valley
1211,201535540,18-Jan-15,19-Jan-15,19-Jan-15,3995 E 50TH AVE,3156921,1712528,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
1212,20151514,1-Jan-15,1-Jan-15,2-Jan-15,870 N NAVAJO ST,3139520,1691139,1,123,2206,BURGLARY - POSS. OF TOOLS,All Other Crimes,"INDUSTRY",lincoln-park
1213,20151514,1-Jan-15,1-Jan-15,2-Jan-15,870 N NAVAJO ST,3139520,1691139,1,123,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",lincoln-park
1214,2015265175,14-May-15,14-May-15,14-May-15,219 N VALLEJO ST,3136853,1687732,4,411,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",valverde
1215,2015278044,21-May-15,21-May-15,21-May-15,870 N NAVAJO ST,3139520,1691139,1,123,2205,BURGLARY - BUSINESS NO FORCE,Burglary,"INDUSTRY",lincoln-park
1216,2015383256,7-Jul-15,8-Jul-15,8-Jul-15,6853 LEETSDALE DR,3166373,1680902,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
1217,2015383404,8-Jul-15,8-Jul-15,8-Jul-15,735 W BAYAUD AVE,3141360,1685867,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",baker
1218,2015277642,20-May-15,20-May-15,20-May-15,3690 N ELM ST,3160499,1705223,2,221,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",northeast-park-hill
1219,2015504394,1-Sep-15,1-Sep-15,1-Sep-15,445 N FEDERAL BLVD,3133474,1688828,4,411,2305,THEFT - ITEMS FROM VEHICLE,Theft from Motor Vehicle,"INDUSTRY",barnum
1220,2015351217,24-Jun-15,24-Jun-15,24-Jun-15,835 E 50TH AVE,3147226,1712486,1,112,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",globeville
1221,2015266856,16-Apr-15,20-Apr-15,15-May-15,4620 N PEORIA ST,3183815,1709739,5,521,2605,THEFT - UNAUTH USE OF FTD,All Other Crimes,"INDUSTRY",montbello
1222,2015185131,5-Apr-15,,5-Apr-15,E 19TH AVE / N OLIVE ST,3166761,1697242,2,223,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",south-park-hill
1223,2014429315,16-Aug-14,16-Aug-14,16-Aug-14,2116 S KALAMATH ST,3140607,1672258,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",college-view-south-platte
1224,20143811,3-Jan-14,3-Jan-14,3-Jan-14,2748 W ALAMEDA AVE,3134512,1684157,4,412,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",athmar-park
1225,2014311723,18-Jun-14,18-Jun-14,18-Jun-14,7755 E QUINCY AVE,3169240,1658522,3,324,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",hampden-south
1226,201427815,17-Jan-14,17-Jan-14,17-Jan-14,2057 S BROADWAY ST,3144170,1672737,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
1227,2017570165,26-Aug-17,26-Aug-17,26-Aug-17,900 N VALLEJO ST,3137052,1691598,1,123,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",lincoln-park
1228,201765337,30-Jan-17,30-Jan-17,30-Jan-17,1568 S BROADWAY ST,3144286,1675958,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",platt-park
1229,201778362,4-Feb-17,4-Feb-17,4-Feb-17,2390 S BROADWAY ST,3144264,1670566,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale
1230,2017524966,7-Aug-17,7-Aug-17,8-Aug-17,3702 W QUINCY AVE,3130770,1657675,4,423,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",fort-logan
1231,2017514254,8-Mar-17,8-Mar-17,1-Aug-17,2035 N PERRY ST,3129450,1697774,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",sloan-lake
1232,2017131638,26-Feb-17,26-Feb-17,26-Feb-17,2390 S BROADWAY ST,3144264,1670566,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",rosedale
1233,2017417485,26-Jun-17,26-Jun-17,26-Jun-17,219 N VALLEJO ST,3136853,1687733,4,411,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",valverde
1234,2017521911,6-Aug-17,6-Aug-17,6-Aug-17,2245 N SYRACUSE ST,3168956,1698839,2,223,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",east-colfax
1235,2017458777,12-Jul-17,12-Jul-17,12-Jul-17,3240 N PERRY ST,3129606,1703056,1,113,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",west-highland
1236,2017121252,21-Feb-17,,21-Feb-17,2748 W ALAMEDA AVE,3134512,1684158,4,412,2399,THEFT - OTHER,Larceny,"INDUSTRY",athmar-park
1237,2017595562,23-Aug-17,23-Aug-17,5-Sep-17,10555 E 45TH AVE,3178584,1709398,5,511,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",montbello
1238,201797828,12-Feb-17,12-Feb-17,12-Feb-17,1736 N DOWNING ST,3148182,1696333,6,622,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",city-park-west
1239,201795714,11-Feb-17,11-Feb-17,11-Feb-17,7739 E COLFAX AVE,3169284,1695129,2,223,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",east-colfax
1240,2017443974,6-Jul-17,6-Jul-17,6-Jul-17,1501 N COLORADO BLVD,3157178,1695107,2,213,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",city-park
1241,2017131868,26-Feb-17,26-Feb-17,26-Feb-17,5201 W 48TH AVE,3125451,1710769,1,111,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",regis
1242,2017395592,17-Jun-17,17-Jun-17,17-Jun-17,3435 S YOSEMITE ST,3173094,1663999,3,323,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",hampden
1243,2017395946,17-Jun-17,17-Jun-17,17-Jun-17,6625 LEETSDALE DR,3165646,1681209,3,322,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",washington-virginia-vale
1244,2017393615,16-Jun-17,16-Jun-17,16-Jun-17,4 S SANTA FE DR,3141148,1686225,3,311,2203,BURG/AUTO THEFT-BUSN W/ FORCE,Burglary,"INDUSTRY",baker
1245,2017500511,28-Jul-17,,28-Jul-17,5130 E COLFAX AVE,3161098,1694927,2,222,1202,ROBBERY - BUSINESS,Robbery-Business,"INDUSTRY",hale
1246,2017530162,10-Aug-17,,10-Aug-17,1055 19TH ST,3143054,1698655,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"NON-INDUSTRY",cbd
1247,201778267,4-Feb-17,,4-Feb-17,260 N BROADWAY ST,3144270,1687727,3,311,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",speer
1248,2017601900,7-Sep-17,,7-Sep-17,4975 N VASQUEZ BLVD,3155551,1711955,2,212,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",elyria-swansea
1249,2017409369,19-Jun-17,20-Jun-17,22-Jun-17,4935 N YORK ST,3151484,1711832,2,212,2506,FORGERY - POSS. OF FORGED FTD,All Other Crimes,"INDUSTRY",elyria-swansea
1250,2017359334,2-Jun-17,,5-Jun-17,879 N FEDERAL BLVD,3133482,1691405,1,122,7399,PUBLIC ORDER CRIMES - OTHER,All Other Crimes,"INDUSTRY",villa-park
1251,2017169890,9-Mar-17,10-Mar-17,14-Mar-17,10700 E DARTMOUTH AVE,3179718,1665260,3,323,2399,THEFT - OTHER,Larceny,"NON-INDUSTRY",kennedy
1252,2017410206,23-Jun-17,23-Jun-17,23-Jun-17,2035 N PERRY ST,3129450,1697774,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",sloan-lake
1253,2017568217,30-Jul-17,22-Aug-17,25-Aug-17,4750 N NOME ST,3182025,1710903,5,511,2399,THEFT - OTHER,Larceny,"INDUSTRY",montbello
1254,2017563174,22-Aug-17,22-Aug-17,23-Aug-17,4095 N JACKSON ST,3156492,1707156,2,212,2303,THEFT - SHOPLIFT,Larceny,"INDUSTRY",elyria-swansea
1255,201774679,31-Jan-17,31-Jan-17,2-Feb-17,10555 E 45TH AVE,3178584,1709398,5,511,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",montbello
1256,2017444036,6-Jul-17,6-Jul-17,6-Jul-17,4400 N GRAPE ST,3161828,1708842,2,221,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",northeast-park-hill
1257,2017227103,8-Apr-17,,8-Apr-17,1160 N HOLLY ST,3162558,1693039,2,222,1208,ROBBERY - RESIDENCE,Robbery-Street-Res,"NON-INDUSTRY",montclair
1258,2017458791,12-Jul-17,12-Jul-17,12-Jul-17,2035 N PERRY ST,3129450,1697774,1,121,2202,BURGLARY - RESIDENCE BY FORCE,Burglary,"NON-INDUSTRY",sloan-lake
1259,2017655509,30-Sep-17,30-Sep-17,30-Sep-17,2268 S DELAWARE ST,3143012,1671321,3,313,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",overland
1260,2016437390,11-Jul-16,11-Jul-16,11-Jul-16,330 S DAYTON ST,3175842,1683494,3,321,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",windsor
1261,2016315074,20-May-16,20-May-16,20-May-16,3460 W 32ND AVE,3131090,1702734,1,113,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",west-highland
1262,2016323167,24-May-16,24-May-16,24-May-16,4095 N JACKSON ST,3156492,1707155,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
1263,2015715589,9-Dec-15,,9-Dec-15,1505 S FEDERAL BLVD,3133463,1676221,4,421,4801,POLICE - RESISTING ARREST,All Other Crimes,"NON-INDUSTRY",mar-lee
1264,2017839228,20-Nov-17,,16-Dec-17,7741 E COLFAX AVE,3169310,1695134,2,223,2399,THEFT - OTHER,Larceny,"INDUSTRY",east-colfax
1265,2016478645,29-Jul-16,29-Jul-16,29-Jul-16,1178 S KALAMATH ST,3140643,1678536,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
1266,2017645179,25-Sep-17,,25-Sep-17,750 N CANOSA CT,3135188,1690560,1,122,5707,CRIMINAL TRESPASSING,All Other Crimes,"INDUSTRY",sun-valley
1267,2017652968,28-Sep-17,29-Sep-17,29-Sep-17,1941 W EVANS AVE,3137806,1672571,4,422,2399,THEFT - OTHER,Larceny,"INDUSTRY",college-view-south-platte
1268,2016589466,14-Sep-16,14-Sep-16,14-Sep-16,399 S HARRISON ST,3157075,1683778,3,311,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",belcaro
1269,2016549754,28-Aug-16,28-Aug-16,28-Aug-16,3954 N WILLIAMS ST,3150221,1706661,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",cole
1270,2017459275,12-Jul-17,12-Jul-17,12-Jul-17,4501 N ADAMS ST,3154888,1709132,2,212,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",elyria-swansea
1271,20166003908,24-Apr-16,24-Apr-16,25-Apr-16,4800 N NOME ST,3181976,1711226,5,511,2999,CRIMINAL MISCHIEF - OTHER,Criminal Mischief-Property,"INDUSTRY",montbello
1272,2017698888,18-Oct-17,18-Oct-17,18-Oct-17,468 S FEDERAL BLVD,3133725,1683153,4,412,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",athmar-park
1273,2017595806,5-Sep-17,5-Sep-17,5-Sep-17,3980 N FRANKLIN ST,3149505,1706752,2,211,2399,THEFT - OTHER,Larceny,"INDUSTRY",cole
1274,2017651394,28-Sep-17,,28-Sep-17,8101 E NORTHFIELD BLVD,3170283,1711719,5,511,1313,ASSAULT - SIMPLE,Simple Assault,"NON-INDUSTRY",stapleton
1275,2017822688,7-Dec-17,9-Dec-17,9-Dec-17,14456 E OLMSTED DR,3191418,1714157,5,521,2204,BURGLARY - RESIDENCE NO FORCE,Burglary,"NON-INDUSTRY",montbello
1276,2017824810,10-Dec-17,,10-Dec-17,2042 ARAPAHOE ST,3143416,1699249,6,611,1205,ROBBERY - STREET,Robbery-Street-Res,"INDUSTRY",five-points
1277,2013628003,19-Nov-13,31-Dec-13,31-Dec-13,13400 E ALBROOK DR,3186238,1708675,5,521,1316,THREATS TO INJURE,All Other Crimes,"NON-INDUSTRY",montbello
1278,2016489671,2-Aug-16,2-Aug-16,2-Aug-16,1355 S INCA ST,3141186,1677383,4,422,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",ruby-hill
1279,2016534408,22-Aug-16,22-Aug-16,22-Aug-16,2863 LARIMER ST,3145609,1702627,2,211,2203,BURGLARY - BUSINESS BY FORCE,Burglary,"INDUSTRY",five-points
